Year,Month,Sensor_ID,Hourly_Counts,sensor_description,sensor_name
2021,04,4,743653,Town Hall (West),Swa123_T
2021,04,22,664671,Flinders St-Elizabeth St (East),Eli274_T
2021,04,1,612164,Bourke Street Mall (North),Bou292_T
2021,04,6,564776,Flinders Street Station Underpass,FliS_T
2021,04,28,563047,The Arts Centre,VAC_T
2021,04,55,510336,Elizabeth St-La Trobe St (East),Eli380_T
2021,04,15,503175,State Library,QV_T
2021,04,66,503175,State Library - New,QVN_T
2015,04,38,1804321,Flinders St-Swanston St (West),Swa11_T
2015,04,4,1158730,Town Hall (West),Swa123_T
2015,04,6,1111253,Flinders Street Station Underpass,FliS_T
2015,04,22,1058893,Flinders St-Elizabeth St (East),Eli274_T
2015,04,3,1005451,Melbourne Central,Swa295_T
2015,04,32,893646,City Square,CSq_T
2015,04,5,873302,Princes Bridge,PriNW_T
2015,04,1,834227,Bourke Street Mall (North),Bou292_T
2015,04,2,762652,Bourke Street Mall (South),Bou283_T
2015,04,24,727776,Spencer St-Collins St (North),Col620_T
2018,08,41,1342688,Flinders La-Swanston St (West),Swa31
2018,08,35,1164656,Southbank,SouthB_T
2018,08,22,1163597,Flinders St-Elizabeth St (East),Eli274_T
2018,08,24,1074691,Spencer St-Collins St (North),Col620_T
2018,08,4,1034464,Town Hall (West),Swa123_T
2018,08,1,997765,Bourke Street Mall (North),Bou292_T
2018,08,3,971272,Melbourne Central,Swa295_T
2018,08,5,928151,Princes Bridge,PriNW_T
2018,08,28,794830,The Arts Centre,VAC_T
2018,08,47,735170,Melbourne Central-Elizabeth St (East),Eli250_T
2019,05,22,1337425,Flinders St-Elizabeth St (East),Eli274_T
2019,05,24,1098166,Spencer St-Collins St (North),Col620_T
2019,05,6,1040433,Flinders Street Station Underpass,FliS_T
2019,05,4,1008211,Town Hall (West),Swa123_T
2019,05,1,979720,Bourke Street Mall (North),Bou292_T
2019,05,5,958937,Princes Bridge,PriNW_T
2019,05,3,892013,Melbourne Central,Swa295_T
2019,05,35,799405,Southbank,SouthB_T
2019,05,28,728549,The Arts Centre,VAC_T
2019,05,47,675960,Melbourne Central-Elizabeth St (East),Eli250_T
2016,09,38,1735719,Flinders St-Swanston St (West),Swa11_T
2016,09,35,1127884,Southbank,SouthB_T
2016,09,4,1047727,Town Hall (West),Swa123_T
2016,09,6,994761,Flinders Street Station Underpass,FliS_T
2016,09,1,986772,Bourke Street Mall (North),Bou292_T
2016,09,3,964707,Melbourne Central,Swa295_T
2016,09,24,894769,Spencer St-Collins St (North),Col620_T
2016,09,5,866167,Princes Bridge,PriNW_T
2016,09,2,726441,Bourke Street Mall (South),Bou283_T
2016,09,32,705794,City Square,CSq_T
2013,08,4,1058173,Town Hall (West),Swa123_T
2013,08,3,957645,Melbourne Central,Swa295_T
2013,08,1,817304,Bourke Street Mall (North),Bou292_T
2013,08,2,772946,Bourke Street Mall (South),Bou283_T
2013,08,5,733894,Princes Bridge,PriNW_T
2013,08,6,606158,Flinders Street Station Underpass,FliS_T
2013,08,13,569941,Flagstaff Station,Wil277_T
2013,08,16,544854,Australia on Collins,Col270_T
2013,08,9,387562,Southern Cross Station,Col700_T
2013,08,17,321346,Collins Place (South),Col15_T
2014,08,22,1059926,Flinders St-Elizabeth St (East),Eli274_T
2014,08,3,1033709,Melbourne Central,Swa295_T
2014,08,4,900157,Town Hall (West),Swa123_T
2014,08,1,750077,Bourke Street Mall (North),Bou292_T
2014,08,5,730823,Princes Bridge,PriNW_T
2014,08,2,721774,Bourke Street Mall (South),Bou283_T
2014,08,24,715768,Spencer St-Collins St (North),Col620_T
2014,08,32,705843,City Square,CSq_T
2014,08,15,645445,State Library,QV_T
2014,08,28,626033,The Arts Centre,VAC_T
2015,02,38,1645443,Flinders St-Swanston St (West),Swa11_T
2015,02,4,1074216,Town Hall (West),Swa123_T
2015,02,22,1045406,Flinders St-Elizabeth St (East),Eli274_T
2015,02,3,858384,Melbourne Central,Swa295_T
2015,02,5,836623,Princes Bridge,PriNW_T
2015,02,6,836508,Flinders Street Station Underpass,FliS_T
2015,02,32,781262,City Square,CSq_T
2015,02,24,709773,Spencer St-Collins St (North),Col620_T
2015,02,2,705162,Bourke Street Mall (South),Bou283_T
2015,02,28,688364,The Arts Centre,VAC_T
2018,02,35,1369333,Southbank,SouthB_T
2018,02,41,1358989,Flinders La-Swanston St (West),Swa31
2018,02,6,1145147,Flinders Street Station Underpass,FliS_T
2018,02,22,1103283,Flinders St-Elizabeth St (East),Eli274_T
2018,02,5,1102898,Princes Bridge,PriNW_T
2018,02,4,1035079,Town Hall (West),Swa123_T
2018,02,24,953082,Spencer St-Collins St (North),Col620_T
2018,02,1,908056,Bourke Street Mall (North),Bou292_T
2018,02,3,892607,Melbourne Central,Swa295_T
2018,02,28,850372,The Arts Centre,VAC_T
2019,01,35,1395117,Southbank,SouthB_T
2019,01,4,1035715,Town Hall (West),Swa123_T
2019,01,6,1015331,Flinders Street Station Underpass,FliS_T
2019,01,24,910109,Spencer St-Collins St (North),Col620_T
2019,01,28,884885,The Arts Centre,VAC_T
2019,01,1,871901,Bourke Street Mall (North),Bou292_T
2019,01,5,799066,Princes Bridge,PriNW_T
2019,01,2,704858,Bourke Street Mall (South),Bou283_T
2019,01,47,680089,Melbourne Central-Elizabeth St (East),Eli250_T
2019,01,29,598964,St Kilda Rd-Alexandra Gardens,AG_T
2020,07,22,391523,Flinders St-Elizabeth St (East),Eli274_T
2020,07,41,290935,Flinders La-Swanston St (West),Swa31
2020,07,55,287679,Elizabeth St-La Trobe St (East),Eli380_T
2020,07,4,222709,Town Hall (West),Swa123_T
2020,07,1,216577,Bourke Street Mall (North),Bou292_T
2020,07,47,205960,Melbourne Central-Elizabeth St (East),Eli250_T
2020,07,3,193613,Melbourne Central,Swa295_T
2020,07,24,182899,Spencer St-Collins St (North),Col620_T
2020,07,5,169971,Princes Bridge,PriNW_T
2020,07,25,168589,Melbourne Convention Exhibition Centre,MCEC_T
2011,03,4,1139489,Town Hall (West),Swa123_T
2011,03,3,912169,Melbourne Central,Swa295_T
2011,03,2,887224,Bourke Street Mall (South),Bou283_T
2011,03,6,871291,Flinders Street Station Underpass,FliS_T
2011,03,5,687669,Princes Bridge,PriNW_T
2011,03,15,640687,State Library,QV_T
2011,03,13,596440,Flagstaff Station,Wil277_T
2011,03,16,548421,Australia on Collins,Col270_T
2011,03,17,386083,Collins Place (South),Col15_T
2011,03,7,329618,Birrarung Marr,Fed_T
2019,09,22,1271923,Flinders St-Elizabeth St (East),Eli274_T
2019,09,6,1008301,Flinders Street Station Underpass,FliS_T
2019,09,24,984837,Spencer St-Collins St (North),Col620_T
2019,09,4,971314,Town Hall (West),Swa123_T
2019,09,1,943758,Bourke Street Mall (North),Bou292_T
2019,09,5,925437,Princes Bridge,PriNW_T
2019,09,3,869674,Melbourne Central,Swa295_T
2019,09,28,772680,The Arts Centre,VAC_T
2019,09,35,733141,Southbank,SouthB_T
2019,09,47,672015,Melbourne Central-Elizabeth St (East),Eli250_T
2013,05,4,1031301,Town Hall (West),Swa123_T
2013,05,3,916707,Melbourne Central,Swa295_T
2013,05,1,803441,Bourke Street Mall (North),Bou292_T
2013,05,2,740244,Bourke Street Mall (South),Bou283_T
2013,05,5,673187,Princes Bridge,PriNW_T
2013,05,15,612240,State Library,QV_T
2013,05,13,607126,Flagstaff Station,Wil277_T
2013,05,6,606688,Flinders Street Station Underpass,FliS_T
2013,05,16,514372,Australia on Collins,Col270_T
2013,05,9,435038,Southern Cross Station,Col700_T
2018,06,41,1250034,Flinders La-Swanston St (West),Swa31
2018,06,35,1082290,Southbank,SouthB_T
2018,06,22,1062634,Flinders St-Elizabeth St (East),Eli274_T
2018,06,1,982267,Bourke Street Mall (North),Bou292_T
2018,06,24,979066,Spencer St-Collins St (North),Col620_T
2018,06,4,969195,Town Hall (West),Swa123_T
2018,06,6,918147,Flinders Street Station Underpass,FliS_T
2018,06,5,876728,Princes Bridge,PriNW_T
2018,06,3,846871,Melbourne Central,Swa295_T
2018,06,28,719852,The Arts Centre,VAC_T
2013,04,4,1134511,Town Hall (West),Swa123_T
2013,04,3,978527,Melbourne Central,Swa295_T
2013,04,1,810826,Bourke Street Mall (North),Bou292_T
2013,04,2,784050,Bourke Street Mall (South),Bou283_T
2013,04,5,721433,Princes Bridge,PriNW_T
2013,04,15,613999,State Library,QV_T
2013,04,6,611924,Flinders Street Station Underpass,FliS_T
2013,04,16,518370,Australia on Collins,Col270_T
2013,04,13,517956,Flagstaff Station,Wil277_T
2013,04,9,369313,Southern Cross Station,Col700_T
