Year,Month,Sensor_ID,Hourly_Counts,sensor_description,sensor_name
2022,5,84,649271,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,5,66,607245,State Library - New,QVN_T
2022,5,6,585139,Flinders Street Station Underpass,FliS_T
2022,5,5,583020,Princes Bridge,PriNW_T
2022,5,25,574844,Melbourne Convention Exhibition Centre,MCEC_T
2022,5,47,537508,Melbourne Central-Elizabeth St (East),Eli250_T
2022,5,1,531617,Bourke Street Mall (North),Bou292_T
2022,6,41,1086437,Flinders La-Swanston St (West),Swa31
2022,6,35,807946,Southbank,SouthB_T
2022,6,3,677908,Melbourne Central,Swa295_T
2022,6,84,656164,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,6,25,594687,Melbourne Convention Exhibition Centre,MCEC_T
2022,6,66,584074,State Library - New,QVN_T
2022,6,6,576756,Flinders Street Station Underpass,FliS_T
2022,6,5,576741,Princes Bridge,PriNW_T
2022,6,47,556423,Melbourne Central-Elizabeth St (East),Eli250_T
2022,6,1,529691,Bourke Street Mall (North),Bou292_T
2022,7,41,1154246,Flinders La-Swanston St (West),Swa31
2022,7,35,908920,Southbank,SouthB_T
2022,7,3,779160,Melbourne Central,Swa295_T
2022,7,84,716653,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,7,66,698162,State Library - New,QVN_T
2022,7,5,628500,Princes Bridge,PriNW_T
2022,7,47,625502,Melbourne Central-Elizabeth St (East),Eli250_T
2022,7,25,621363,Melbourne Convention Exhibition Centre,MCEC_T
2022,7,6,604537,Flinders Street Station Underpass,FliS_T
2022,7,28,585960,The Arts Centre,VAC_T
2022,8,41,1177019,Flinders La-Swanston St (West),Swa31
2022,8,35,820091,Southbank,SouthB_T
2022,8,3,756552,Melbourne Central,Swa295_T
2022,8,84,688047,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,8,66,673109,State Library - New,QVN_T
2022,8,6,595411,Flinders Street Station Underpass,FliS_T
2022,8,1,569515,Bourke Street Mall (North),Bou292_T
2022,8,47,569053,Melbourne Central-Elizabeth St (East),Eli250_T
2022,8,24,562605,Spencer St-Collins St (North),Col620_T
2022,8,5,556840,Princes Bridge,PriNW_T
